Month;Total Fossil Fuels Production;Nuclear Electric Power Production;Total Renewable Energy Production;Total Primary Energy Production;Primary Energy Imports;Primary Energy Exports;Primary Energy Net Imports;Primary Energy Stock Change and Other;Total Fossil Fuels Consumption;Nuclear Electric Power Consumption;Total Renewable Energy Consumption;Total Primary Energy Consumption
01.05.2006;4,762797;0,655064;0,611342;6,029203;3,034537;0,42322;2,611317;-0,684335;6,678094;0,655064;0,618068;7,956185
01.06.2006;4,658733;0,713665;0,598581;5,970979;2,933685;0,407412;2,526273;-0,351217;6,819267;0,713665;0,608261;8,146035
01.07.2006;4,675808;0,753266;0,568553;5,997627;3,015386;0,390463;2,624923;0,009555;7,294424;0,753266;0,573946;8,632105
01.08.2006;4,784173;0,751488;0,531447;6,067109;3,14964;0,407949;2,741692;-0,077553;7,432139;0,751488;0,537126;8,731247
01.09.2006;4,579345;0,695413;0,478075;5,752833;2,986634;0,446167;2,540468;-0,507564;6,606302;0,695413;0,484019;7,785737
01.10.2006;4,780906;0,60011;0,489353;5,870368;2,861076;0,422436;2,43864;-0,289351;6,921649;0,60011;0,496691;8,019657
01.11.2006;4,631319;0,640629;0,515797;5,787745;2,711032;0,423896;2,287135;-0,046576;6,862516;0,640629;0,522571;8,028304
01.12.2006;4,744882;0,73556;0,542004;6,022445;2,794248;0,383833;2,410416;0,360415;7,501847;0,73556;0,548326;8,793276
01.01.2007;4,766295;0,776251;0,59216;6,134706;2,981632;0,434676;2,546956;0,536106;7,838025;0,776251;0,597002;9,217768
01.02.2007;4,300942;0,684143;0,488001;5,473086;2,461838;0,339708;2,12213;1,155593;7,566001;0,684143;0,490985;8,75081
01.03.2007;4,78946;0,674497;0,57476;6,038717;3,044348;0,410738;2,63361;-0,11721;7,29742;0,674497;0,577049;8,555117
01.04.2007;4,591832;0,601035;0,566514;5,759381;2,912455;0,40777;2,504684;-0,348121;6,739492;0,601035;0,565767;7,915944
01.05.2007;4,811407;0,682043;0,594208;6,087657;3,054552;0,438586;2,615966;-0,690071;6,726061;0,682043;0,593561;8,013552
01.06.2007;4,66717;0,722934;0,555751;5,945855;2,870868;0,414777;2,456091;-0,3116;6,798607;0,722934;0,557939;8,090346
01.07.2007;4,680978;0,762954;0,562032;6,005964;3,029216;0,490083;2,539133;-0,061847;7,145962;0,762954;0,56147;8,48325
01.08.2007;4,831601;0,763084;0,542044;6,136728;3,033339;0,465623;2,567716;0,107996;7,49518;0,763084;0,542266;8,81244
01.09.2007;4,581483;0,708832;0,483318;5,773632;2,877046;0,427378;2,449668;-0,289631;6,737768;0,708832;0,482354;7,933669
01.10.2007;4,831938;0,647062;0,500596;5,979595;2,806804;0,430604;2,3762;-0,391278;6,807023;0,647062;0,503567;7,964517
01.11.2007;4,743522;0,680729;0,503177;5,927428;2,763991;0,549215;2,214775;-0,068042;6,883434;0,680729;0,501355;8,074162
01.12.2007;4,772485;0,755027;0,547807;6,075318;2,842446;0,528652;2,313794;0,692675;7,770058;0,755027;0,549794;9,081788
01.01.2008;4,859584;0,739318;0,597548;6,19645;2,948052;0,530649;2,417403;0,796405;8,066247;0,739318;0,593597;9,410257
01.02.2008;4,596865;0,680743;0,542194;5,819801;2,602595;0,523457;2,079138;0,750785;7,416912;0,680743;0,54165;8,649724
01.03.2008;4,88269;0,676417;0,604394;6,163501;2,759004;0,600703;2,158302;0,26249;7,303725;0,676417;0,596829;8,584292
01.04.2008;4,79135;0,599242;0,607199;5,99779;2,775943;0,586209;2,189734;-0,355466;6,617114;0,599242;0,606376;7,832058
01.05.2008;4,867863;0,67756;0,668768;6,21419;2,742533;0,615485;2,127049;-0,451421;6,539491;0,67756;0,664879;7,889818
01.06.2008;4,659152;0,734978;0,67546;6,06959;2,766681;0,617231;2,14945;-0,182431;6,618345;0,734978;0,673913;8,036609
01.07.2008;4,975041;0,776775;0,646244;6,39806;2,81667;0,600389;2,216281;-0,202458;6,974474;0,776775;0,645917;8,411883
01.08.2008;4,937988;0,758994;0,599201;6,296182;2,838863;0,579166;2,259697;-0,344082;6,840556;0,758994;0,597434;8,211797
01.09.2008;4,40615;0,700847;0,531925;5,638922;2,446439;0,515312;1,931127;-0,221251;6,104693;0,700847;0,53282;7,348798
01.10.2008;4,891401;0,656598;0,552128;6,100128;2,826743;0,585062;2,241681;-0,561986;6,563795;0,656598;0,553949;7,779822
01.11.2008;4,738032;0,662742;0,551737;5,95251;2,690385;0,586393;2,103992;-0,251408;6,588885;0,662742;0,549298;7,805094
01.12.2008;4,920737;0,762278;0,61475;6,297765;2,756459;0,609126;2,147332;0,34846;7,40631;0,762278;0,618025;8,793558
01.01.2009;4,894487;0,775038;0,626672;6,296196;2,827832;0,594788;2,233044;0,597091;7,722378;0,775038;0,622034;9,126331
01.02.2009;4,501076;0,671752;0,545223;5,718051;2,377441;0,502204;1,875236;0,273279;6,649806;0,671752;0,536975;7,866567
01.03.2009;4,911425;0,703269;0,625284;6,239977;2,664286;0,554864;2,109422;-0,303906;6,714718;0,703269;0,623267;8,045493
01.04.2009;4,654185;0,621353;0,651263;5,9268;2,485878;0,503105;1,982773;-0,575192;6,051653;0,621353;0,655216;7,334381
01.05.2009;4,699176;0,683971;0,693147;6,076295;2,43555;0,532902;1,902648;-0,698731;5,889515;0,683971;0,697389;7,280212
01.06.2009;4,659088;0,729356;0,685792;6,074235;2,456688;0,562048;1,89464;-0,438312;6,102856;0,729356;0,687759;7,530563
01.07.2009;4,796858;0,762973;0,645637;6,205469;2,550358;0,615762;1,934596;-0,332476;6,385124;0,762973;0,645574;7,80759
01.08.2009;4,804587;0,755606;0,618027;6,17822;2,445573;0,592081;1,853492;-0,076557;6,565902;0,755606;0,618377;7,955155
01.09.2009;4,646178;0,687698;0,570906;5,904781;2,453528;0,59572;1,857808;-0,498925;5,996211;0,687698;0,569214;7,263665
01.10.2009;4,756574;0,606841;0,628228;5,991643;2,325738;0,643756;1,681982;-0,210305;6,216283;0,606841;0,628765;7,46333
01.11.2009;4,592522;0,617805;0,642567;5,852893;2,315794;0,597667;1,718127;-0,133078;6,173966;0,617805;0,63748;7,437943
01.12.2009;4,695395;0,739558;0,692188;6,127141;2,351669;0,625304;1,726364;0,97747;7,394065;0,739558;0,686281;8,830987
01.01.2010;4,715521;0,758495;0,684564;6,15858;2,514866;0,58599;1,928875;1,034537;7,674596;0,758495;0,674786;9,122003
01.02.2010;4,432809;0,681945;0,622652;5,737406;2,236021;0,551748;1,684273;0,779104;6,890472;0,681945;0,616815;8,200794
01.03.2010;5,007242;0,675562;0,696585;6,37939;2,518272;0,649691;1,868581;-0,058533;6,81611;0,675562;0,687383;8,189458
01.04.2010;4,77354;0,602151;0,675623;6,051313;2,578934;0,681027;1,897908;-0,587619;6,078281;0,602151;0,672283;7,361613
01.05.2010;4,776965;0,696713;0,73265;6,206329;2,577522;0,698946;1,878576;-0,419063;6,233575;0,696713;0,731051;7,665853
01.06.2010;4,713787;0,713885;0,768894;6,196567;2,555147;0,67921;1,875938;-0,074486;6,504583;0,713885;0,771045;7,998029
01.07.2010;4,867467;0,75164;0,71752;6,336626;2,704398;0,710795;1,993603;0,035952;6,887004;0,75164;0,717952;8,366192
01.08.2010;4,975638;0,748093;0,67796;6,401691;2,626105;0,692788;1,933317;0,095622;6,999945;0,748093;0,676397;8,43064
01.09.2010;4,912295;0,725068;0,641005;6,278368;2,430501;0,670074;1,760427;-0,356598;6,317627;0,725068;0,637736;7,682208
01.10.2010;5,017727;0,655872;0,661275;6,334873;2,389302;0,709115;1,680187;-0,525393;6,173845;0,655872;0,658487;7,489678
01.11.2010;4,903486;0,654872;0,695959;6,254317;2,288173;0,754706;1,533467;-0,001736;6,439027;0,654872;0,689453;7,786059
01.12.2010;5,062813;0,770138;0,739075;6,572026;2,446525;0,791941;1,654584;0,993834;7,70799;0,770138;0,733477;9,22046
01.01.2011;4,977779;0,761181;0,755847;6,494806;2,645132;0,833665;1,811467;0,980394;7,776325;0,761181;0,739991;9,286667
01.02.2011;4,498148;0,677953;0,718372;5,894473;2,117784;0,753172;1,364611;0,837651;6,699789;0,677953;0,711419;8,096736
01.03.2011;5,160762;0,687083;0,827115;6,67496;2,530831;0,872969;1,657863;-0,007902;6,812883;0,687083;0,816485;8,324921
01.04.2011;4,906942;0,570783;0,824509;6,302234;2,403862;0,870429;1,533433;-0,349574;6,092503;0,570783;0,815314;7,486093
01.05.2011;4,996022;0,596583;0,84559;6,438195;2,490008;0,840131;1,649877;-0,519063;6,120641;0,596583;0,839427;7,569009
01.06.2011;4,913867;0,682987;0,837331;6,434184;2,408985;0,81153;1,597455;-0,151886;6,349218;0,682987;0,836745;7,879753
01.07.2011;4,937955;0,757017;0,805582;6,500554;2,495438;0,846629;1,64881;0,22149;6,801611;0,757017;0,795956;8,370853
01.08.2011;5,205101;0,746487;0,755593;6,70718;2,39665;0,872185;1,524464;0,163114;6,877569;0,746487;0,755093;8,394758
01.09.2011;5,051033;0,699506;0,689463;6,440003;2,286937;0,884387;1,402551;-0,290707;6,159359;0,699506;0,682677;7,551846
01.10.2011;5,299419;0,662758;0,719976;6,682153;2,345885;0,883309;1,462575;-0,57919;6,182237;0,662758;0,711034;7,565538
01.11.2011;5,235448;0,674655;0,747922;6,658024;2,266041;0,88675;1,37929;-0,261912;6,355753;0,674655;0,737006;7,775403
01.12.2011;5,347022;0,751706;0,780363;6,879092;2,360429;1,017562;1,342866;0,346585;7,034714;0,751706;0,770571;8,568543
01.01.2012;5,406117;0,758482;0,773686;6,938286;2,359728;0,851579;1,50815;0,219742;7,144212;0,758482;0,752512;8,666177
01.02.2012;4,973297;0,669053;0,695769;6,338118;2,141501;0,823604;1,317897;0,298299;6,591734;0,669053;0,684077;7,954314
01.03.2012;5,210409;0,646854;0,797381;6,654644;2,295457;0,953318;1,342139;-0,333531;6,215814;0,646854;0,790323;7,663253
01.04.2012;4,920568;0,585471;0,770699;6,276738;2,210592;0,979321;1,231271;-0,302912;5,839891;0,585471;0,766976;7,205098
01.05.2012;5,138455;0,650551;0,812936;6,601942;2,391594;0,99162;1,399975;-0,402102;6,124276;0,650551;0,810241;7,599815
01.06.2012;4,993742;0,682603;0,779418;6,455762;2,370455;0,977275;1,393181;-0,125161;6,247402;0,682603;0,779586;7,723783
01.07.2012;5,277061;0,724406;0,750908;6,752375;2,352838;0,964289;1,388549;0,144449;6,789834;0,724406;0,751798;8,285373
01.08.2012;5,34776;0,729361;0,720315;6,797435;2,359815;0,932236;1,427579;-0,00468;6,746537;0,729361;0,72568;8,220334
01.09.2012;5,115653;0,67601;0,651074;6,442736;2,198315;0,898548;1,299767;-0,383756;6,019045;0,67601;0,650037;7,358747
01.10.2012;5,375175;0,626049;0,683416;6,68464;2,175903;0,936499;1,239404;-0,359876;6,236452;0,626049;0,689175;7,564168
01.11.2012;5,264508;0,594293;0,687577;6,546378;2,118819;0,923772;1,195047;0,016298;6,462099;0,594293;0,688042;7,757723
01.12.2012;5,273614;0,718688;0,769695;6,761998;2,093128;1,035291;1,057837;0,564609;6,886605;0,718688;0,767801;8,384444
01.01.2013;5,299796;0,746119;0,797909;6,843824;2,163805;0,885251;1,278554;0,84941;7,413982;0,746119;0,796939;8,971788
01.02.2013;4,873599;0,64244;0,711921;6,22796;1,8042;0,853621;0,950579;0,828554;6,636237;0,64244;0,713927;8,007093
01.03.2013;5,374647;0,657737;0,779308;6,811692;2,026198;1,020149;1,006049;0,555168;6,918264;0,657737;0,781124;8,37291
01.04.2013;5,194428;0,593157;0,828314;6,615899;2,05532;0,904987;1,150333;-0,252946;6,076252;0,593157;0,830311;7,513287
01.05.2013;5,394368;0,6567;0,869377;6,920445;2,137389;0,994818;1,142571;-0,458786;6,060583;0,6567;0,869837;7,60423
01.06.2013;5,216612;0,694124;0,833354;6,744089;2,040001;0,958085;1,081916;-0,111207;6,163129;0,694124;0,838733;7,714798
01.07.2013;5,501372;0,737064;0,825361;7,063798;2,168373;1,013644;1,154729;0,0438;6,679546;0,737064;0,825682;8,262327
01.08.2013;5,622438;0,745477;0,752856;7,120772;2,157734;1,016858;1,140875;-0,100511;6,638514;0,745477;0,756187;8,161136
01.09.2013;5,406165;0,687533;0,707784;6,801483;2,06474;0,955019;1,109721;-0,281893;6,209405;0,687533;0,715542;7,629311
01.10.2013;5,473866;0,660205;0,750915;6,884985;2,016373;1,062513;0,953859;-0,132371;6,275289;0,660205;0,756143;7,706474
01.11.2013;5,396652;0,678929;0,769349;6,84493;1,923917;0,983436;0,940481;0,334005;6,656275;0,678929;0,7683;8,119416
01.12.2013;5,430146;0,744947;0,806275;6,981368;2,064516;1,139164;0,925352;1,155652;7,496801;0,744947;0,806231;9,062372
01.01.2014;5,578801;0,765208;0,831339;7,175348;2,058377;0,999612;1,058765;1,351642;7,981908;0,765208;0,824358;9,585751
01.02.2014;5,105428;0,655141;0,714633;6,475202;1,798325;0,923229;0,875096;1,072503;7,045436;0,655141;0,711494;8,4228
01.03.2014;5,778022;0,652611;0,866713;7,297346;1,976814;1,08787;0,888944;0,330457;6,99032;0,652611;0,861374;8,516748
01.04.2014;5,671951;0,589726;0,87426;7,135937;1,949044;0,971592;0,977452;-0,56221;6,07762;0,589726;0,87205;7,551179
01.05.2014;5,831185;0,658367;0,871439;7,360991;1,979257;1,013292;0,965966;-0,68383;6,099528;0,658367;0,869661;7,643127
01.06.2014;5,647525;0,712658;0,869655;7,229838;1,829108;1,014303;0,814805;-0,272999;6,178278;0,712658;0,865531;7,771644
01.07.2014;5,959717;0,752422;0,83669;7,548829;1,995006;1,060902;0,934105;-0,260422;6,61897;0,752422;0,833144;8,222511
01.08.2014;6,049073;0,743936;0,768631;7,561639;1,972179;1,060628;0,911551;-0,275086;6,662978;0,743936;0,771349;8,198103
01.09.2014;5,86657;0,706343;0,723813;7,296726;1,888962;0,965961;0,923002;-0,582462;6,190374;0,706343;0,722573;7,637266
01.10.2014;6,095125;0,652547;0,774331;7,522003;1,899391;1,008603;0,890788;-0,658396;6,311486;0,652547;0,775278;7,754396
01.11.2014;5,87008;0,681301;0,819067;7,370448;1,878978;1,024117;0,854861;-0,03326;6,679229;0,681301;0,815457;8,19205
01.12.2014;6,168203;0,767299;0,838199;7,7737;2,015545;1,139668;0,875877;0,142895;7,180598;0,767299;0,829934;8,792472
01.01.2015;6,105127;0,776715;0,831203;7,713046;2,075296;1,102799;0,972497;0,607939;7,682537;0,776715;0,816414;9,293482
01.02.2015;5,437219;0,66368;0,773195;6,874094;1,839729;1,0057;0,834029;0,898202;7,159352;0,66368;0,768899;8,606325
01.03.2015;6,07801;0,67503;0,839624;7,592665;2,078916;1,035106;1,04381;-0,207498;6,899031;0,67503;0,835508;8,428977
01.04.2015;5,869431;0,625226;0,836058;7,330715;1,921578;1,105445;0,816133;-0,683198;5,984159;0,625226;0,833988;7,46365
01.05.2015;5,849903;0,688414;0,829345;7,367662;2,000193;1,110182;0,890011;-0,616624;6,101003;0,688414;0,831136;7,64105
01.06.2015;5,611635;0,716542;0,794427;7,122604;1,962594;1,032342;0,930252;-0,158691;6,36044;0,716542;0,796447;7,894165
01.07.2015;5,970982;0,746829;0,820461;7,538271;2,031954;1,095109;0,936845;-0,050322;6,834754;0,746829;0,821888;8,424794
01.08.2015;6,097545;0,75732;0,794255;7,649119;2,081931;1,053589;1,028342;-0,369566;6,729872;0,75732;0,798487;8,307895
01.09.2015;5,884679;0,69521;0,7446;7,324489;1,925426;1,076211;0,849215;-0,491851;6,214951;0,69521;0,751552;7,681852
01.10.2015;5,958325;0,633451;0,777098;7,368873;1,901351;1,069625;0,831727;-0,588967;6,184823;0,633451;0,777787;7,611633
01.11.2015;5,657077;0,63024;0,828949;7,116267;1,898708;1,060174;0,838534;-0,283374;6,197692;0,63024;0,825794;7,671426
01.12.2015;5,669775;0,728229;0,884658;7,282663;2,075998;1,15587;0,920127;0,163895;6,741673;0,728229;0,87938;8,366685
01.01.2016;5,595846;0,758537;0,876979;7,231361;2,103195;1,099;1,004195;0,817333;7,415254;0,758537;0,858167;9,052889
01.02.2016;5,258335;0,686509;0,865518;6,810363;2,026808;1,037638;0,98917;0,423706;6,663741;0,686509;0,856335;8,223239
01.03.2016;5,498129;0,691851;0,944085;7,134065;2,135119;1,167178;0,967941;-0,120675;6,3369;0,691851;0,935049;7,981331
01.04.2016;5,175412;0,656112;0,894299;6,725823;2,026277;1,122731;0,903546;-0,184901;5,886045;0,656112;0,887802;7,444468
01.05.2016;5,39181;0,696324;0,904902;6,993036;2,165413;1,242526;0,922887;-0,341032;5,958827;0,696324;0,902029;7,574891
01.06.2016;5,3313;0,702587;0,861625;6,895511;2,070735;1,190165;0,88057;0,151078;6,347812;0,702587;0,855817;7,927159
01.07.2016;5,527296;0,735784;0,873028;7,136107;2,25379;1,130691;1,1231;0,198974;6,824567;0,735784;0,873608;8,458181
01.08.2016;5,621161;0,748095;0,825493;7,194748;2,211385;1,186213;1,025171;0,308637;6,932325;0,748095;0,825064;8,528556
01.09.2016;5,379143;0,684522;0,791043;6,854709;2,097864;1,184215;0,913648;-0,025809;6,251514;0,684522;0,790439;7,742548
01.10.2016;5,635575;0,63521;0,83823;7,109015;2,058266;1,124287;0,933978;-0,395863;6,160696;0,63521;0,833077;7,64713
01.11.2016;5,50987;0,681705;0,839051;7,030626;2,105279;1,262829;0,842449;-0,16278;6,171333;0,681705;0,836772;7,710295
01.12.2016;5,506456;0,749517;0,945113;7,201087;2,123956;1,371734;0,752223;1,119347;7,37;0,749517;0,936511;9,072657
01.01.2017;5,602244;0,764768;0,929663;7,296675;2,314684;1,380433;0,934251;0,742789;7,279425;0,764768;0,907225;8,973715
01.02.2017;5,202491;0,664778;0,876888;6,744157;1,959252;1,389046;0,570205;0,305051;6,076847;0,664778;0,860788;7,619413
01.03.2017;5,688496;0,68081;1,029211;7,398517;2,194988;1,470174;0,724814;0,305135;6,714135;0,68081;1,016377;8,428467
01.04.2017;5,422741;0,593479;1,000658;7,016878;2,111712;1,421182;0,690529;-0,25654;5,846171;0,593479;0,996015;7,450868
01.05.2017;5,656223;0,64127;1,038024;7,335517;2,263762;1,452963;0,810799;-0,355019;6,098856;0,64127;1,036661;7,791297
01.06.2017;5,610707;0,700866;0,992546;7,304119;2,117259;1,4344;0,682859;-0,030132;6,245456;0,700866;0,992844;7,956845
01.07.2017;5,739666;0,745875;0,927082;7,412624;2,129007;1,45849;0,670517;0,336823;6,734308;0,745875;0,922022;8,419964
01.08.2017;5,883973;0,757067;0,872462;7,513501;2,153423;1,393328;0,760095;0,016747;6,645986;0,757067;0,867718;8,290343
01.09.2017;5,668588;0,712236;0,847508;7,228333;1,99326;1,47795;0,51531;-0,127571;6,050237;0,712236;0,838121;7,616071
01.10.2017;5,983927;0,690239;0,902819;7,576985;2,064724;1,683261;0,381463;-0,15205;6,21255;0,690239;0,892546;7,806398
01.11.2017;5,949834;0,696756;0,894114;7,540703;2,023431;1,657555;0,365876;0,188452;6,509779;0,696756;0,877895;8,095031
01.12.2017;6,03843;0,770824;0,925651;7,734905;2,132348;1,726816;0,405532;1,044891;7,493366;0,770824;0,907303;9,185328
01.01.2018;5,987828;0,780456;0,974596;7,74288;2,227522;1,572446;0,655075;1,263595;7,911403;0,780456;0,955753;9,661551
01.02.2018;5,607375;0,67738;0,920825;7,20558;1,860679;1,52459;0,33609;0,519309;6,476135;0,67738;0,895453;8,060978
01.03.2018;6,261859;0,700826;1,014901;7,977587;2,114327;1,742406;0,371921;0,352471;6,989596;0,700826;0,996532;8,701978
01.04.2018;5,959594;0,618237;1,022044;7,599875;2,12512;1,791851;0,333269;-0,050149;6,251254;0,618237;1,003584;7,882994
01.05.2018;6,206725;0,703833;1,052396;7,962954;2,142157;1,774731;0,367426;-0,347549;6,218827;0,703833;1,046189;7,982831
01.06.2018;6,102405;0,728583;1,031565;7,862553;2,17634;1,762188;0,414152;-0,137115;6,37972;0,728583;1,016689;8,139591
01.07.2018;6,405192;0,757528;0,946558;8,109278;2,16145;1,863194;0,298256;0,198727;6,902923;0,757528;0,930676;8,606261
01.08.2018;6,690612;0,755713;0,951261;8,397586;2,191516;1,737064;0,454452;-0,166293;6,975655;0,755713;0,937311;8,685744
01.09.2018;6,435943;0,676697;0,870109;7,982749;1,998803;1,723356;0,275447;-0,398115;6,321746;0,676697;0,850755;7,860081
01.10.2018;6,731294;0,620995;0,907085;8,259374;1,981975;1,893627;0,088348;-0,264348;6,564228;0,620995;0,88848;8,083374
01.11.2018;6,596093;0,668643;0,911077;8,175812;1,895825;1,883561;0,012264;0,324521;6,943405;0,668643;0,891923;8,512597
01.12.2018;6,773345;0,749177;0,949759;8,472281;1,957559;1,954641;0,002918;0,550238;7,336234;0,749177;0,929196;9,025437
01.01.2019;6,805464;0,769584;0,949921;8,524969;2,121899;1,910215;0,211685;0,80764;7,83746;0,769584;0,92585;9,544294
01.02.2019;6,125684;0,675753;0,880451;7,681888;1,700241;1,724712;-0,024471;0,730897;6,834735;0,675753;0,867135;8,388315
01.03.2019;6,661527;0,679562;0,997161;8,33825;1,924651;1,912069;0,012582;0,353739;7,030548;0,679562;0,98627;8,704571
01.04.2019;6,650035;0,632586;1,037089;8,31971;1,924807;1,892923;0,031884;-0,679053;6,010543;0,632586;1,021269;7,672541
01.05.2019;6,874802;0,700904;1,071009;8,646716;2,045868;1,953797;0,092071;-0,790203;6,174591;0,700904;1,062711;7,948584
01.06.2019;6,599993;0,718461;1,007147;8,3256;1,889378;1,940025;-0,050648;-0,360368;6,188754;0,718461;0,994983;7,914585
01.07.2019;6,78422;0,753898;0,995467;8,533585;2,020569;1,888848;0,131721;-0,10621;6,810211;0,753898;0,982415;8,559097
01.08.2019;7,060196;0,750891;0,949779;8,760866;1,97528;1,969309;0,005971;-0,204554;6,860868;0,750891;0,936603;8,562283
01.09.2019;6,819688;0,689836;0,909946;8,41947;1,789243;1,976907;-0,187664;-0,367886;6,263479;0,689836;0,898605;7,86392
01.10.2019;7,055711;0,647745;0,938857;8,642312;1,816105;2,087737;-0,271633;-0,432097;6,352841;0,647745;0,930504;7,938583
01.11.2019;6,880266;0,669598;0,909319;8,459183;1,688425;2,028612;-0,340187;0,273874;6,813522;0,669598;0,897482;8,39287
01.12.2019;7,036343;0,763034;0,948992;8,748369;1,968761;2,190414;-0,221653;0,417716;7,235305;0,763034;0,932319;8,944432
01.01.2020;7,011549;0,774479;0,999646;8,785675;1,871493;2,175319;-0,303826;0,487595;7,206575;0,774479;0,977533;8,969444
01.02.2020;6,454529;0,688653;0,999999;8,143181;1,72719;2,088904;-0,361713;0,58228;6,683212;0,688653;0,982222;8,363748
01.03.2020;6,832827;0,668259;1,00165;8,502736;1,782154;2,236192;-0,454038;-0,174225;6,222936;0,668259;0,970388;7,874473
01.04.2020;6,241024;0,617853;0,922936;7,781813;1,507433;1,879943;-0,37251;-0,911571;4,953632;0,617853;0,915287;6,497732
01.05.2020;5,794432;0,671817;1,040717;7,506967;1,651176;1,693878;-0,042702;-0,620812;5,117577;0,671817;1,041569;6,843453
01.06.2020;5,887108;0,701755;1,05089;7,639754;1,704516;1,659066;0,045449;-0,392797;5,527339;0,701755;1,050005;7,292406
01.07.2020;6,29426;0,724523;1,005941;8,024723;1,69169;1,874219;-0,18253;0,26329;6,365764;0,724523;0,996679;8,105484
01.08.2020;6,298826;0,720312;0,965848;7,984987;1,612727;1,876789;-0,264062;0,306709;6,332938;0,720312;0,954313;8,027634
01.09.2020;6,129715;0,686325;0,897726;7,713766;1,544957;1,852858;-0,3079;-0,069984;5,749575;0,686325;0,887219;7,335881
01.10.2020;6,197208;0,619863;0,945601;7,762672;1,578486;1,975377;-0,39689;0,123884;5,930887;0,619863;0,925662;7,489665
01.11.2020;6,222148;0,644898;1,006461;7,873507;1,59638;1,957026;-0,360646;0,090321;5,958448;0,644898;0,98819;7,603182
01.12.2020;6,379318;0,729593;1,016539;8,125449;1,719896;2,194583;-0,474687;1,080573;6,98679;0,729593;1,000204;8,731334
01.01.2021;6,474603;0,750075;1,013677;8,238355;1,771099;2,136018;-0,364919;0,999289;7,12432;0,750075;0,984187;8,872725
01.02.2021;5,296629;0,657367;0,891958;6,845955;1,565883;1,743554;-0,17767;1,411009;6,527637;0,657367;0,884303;8,079294
01.03.2021;6,513777;0,665241;1,098297;8,277315;1,781203;2,041853;-0,260651;0,080456;6,329932;0,665241;1,088891;8,09712
01.04.2021;6,30026;0,596155;1,046797;7,943212;1,702723;2,179711;-0,476988;-0,02116;5,80116;0,596155;1,036407;7,445065
01.05.2021;6,559986;0,647961;1,11075;8,318697;1,801265;2,115336;-0,314071;-0,307935;5,93311;0,647961;1,103013;7,696691
01.06.2021;6,384421;0,689907;1,047569;8,121897;1,888905;2,206922;-0,318017;0,217334;6,279736;0,689907;1,036416;8,021214
01.07.2021;6,612151;0,718739;1,001353;8,332243;1,878059;2,134539;-0,25648;0,268952;6,621756;0,718739;0,987273;8,344715

